date,n1,n2,n3,n4,n5
2020/10/13,4,26,8,30,17
2020/10/14,33,39,1,34,9
2020/10/15,18,23,14,20,8
2020/10/16,33,22,38,32,26
2020/10/17,24,20,21,25,18
2020/10/19,4,36,6,16,23
2020/10/20,36,1,27,23,10
2020/10/21,20,14,29,2,22
2020/10/22,31,27,11,9,1
2020/10/23,20,21,34,3,2
2020/10/24,9,10,32,27,15
2020/10/26,26,14,3,33,9
2020/10/27,24,31,8,23,18
2020/10/28,13,20,26,37,38
2020/10/29,38,1,35,23,25
2020/10/30,38,3,35,24,9
2020/10/31,9,6,7,21,32
2020/11/2,31,39,36,29,12
2020/11/3,24,25,28,17,4
2020/11/4,38,12,2,34,17
2020/11/5,37,25,30,19,20
2020/11/6,39,4,8,1,7
2020/11/7,8,26,21,4,24
2020/11/9,17,24,8,6,38
2020/11/10,19,28,5,26,29
2020/11/11,39,31,38,22,35
2020/11/12,4,39,18,27,29
2020/11/13,7,11,24,39,1
2020/11/14,36,30,2,7,3
2020/11/16,38,10,13,11,23
2020/11/17,14,17,11,24,19
2020/11/18,7,17,1,18,15
2020/11/19,27,10,13,6,16
2020/11/20,11,6,27,38,37
2020/11/21,11,8,14,26,13
2020/11/23,4,2,13,28,23
2020/11/24,18,17,4,26,8
2020/11/25,6,36,25,16,28
2020/11/26,12,17,35,28,21
2020/11/27,24,15,25,32,26
2020/11/28,1,20,4,2,17
2020/11/30,17,28,9,25,36
2020/12/1,19,11,32,1,26
2020/12/2,10,3,24,16,37
2020/12/3,20,1,37,19,3
2020/12/4,7,22,31,2,37
2020/12/5,8,35,18,20,29
2020/12/7,35,9,12,22,30
2020/12/8,21,1,24,28,34
2020/12/9,33,15,12,28,13
2020/12/10,10,27,26,6,11
2020/12/11,6,12,19,33,5
2020/12/12,24,14,8,27,15
2020/12/14,19,14,17,20,5
2020/12/15,23,11,1,35,25
2020/12/16,34,8,36,15,17
2020/12/17,7,11,20,15,16
2020/12/18,12,2,15,35,22
2020/12/19,18,36,9,29,14
2020/12/21,15,8,17,24,2
2020/12/22,2,15,38,29,23
2020/12/23,28,24,38,7,32
2020/12/24,36,30,19,1,23
2020/12/25,1,32,37,19,5
2020/12/26,20,24,15,9,5
2020/12/28,35,25,15,11,32
2020/12/29,28,21,16,38,9
2020/12/30,5,3,34,36,21
2020/12/31,1,20,14,34,10
2021/1/1,26,35,37,18,24
2021/1/2,17,11,34,4,6
2021/1/4,2,32,16,3,22
2021/1/5,1,36,20,28,11
2021/1/6,29,36,32,12,10
2021/1/7,13,7,30,23,22
2021/1/8,13,9,34,36,26
2021/1/9,36,37,10,24,13
2021/1/11,38,26,7,3,14
2021/1/12,39,19,11,36,9
2021/1/13,24,38,9,6,17
2021/1/14,30,20,16,21,31
2021/1/15,19,8,23,16,6
2021/1/16,3,26,23,10,37
2021/1/18,39,17,1,3,16
2021/1/19,9,35,21,5,16
2021/1/20,13,11,3,19,10
2021/1/21,7,1,23,21,6
2021/1/22,28,19,15,29,17
2021/1/23,36,35,34,26,23
2021/1/25,23,16,39,37,13
2021/1/26,37,23,31,12,20
2021/1/27,2,1,18,35,17
2021/1/28,16,37,20,30,14
2021/1/29,16,22,26,20,21
2021/1/30,26,13,5,27,23
2021/2/1,36,28,12,6,17
2021/2/2,24,37,4,25,34
2021/2/3,18,5,1,12,30
2021/2/4,15,26,12,1,5
2021/2/5,27,23,38,26,20
2021/2/6,7,20,34,3,14
2021/2/8,2,26,20,1,23
2021/2/9,34,3,18,12,14
2021/2/10,23,32,38,16,18
2021/2/11,22,1,9,8,17
2021/2/12,28,20,13,27,3
2021/2/13,27,21,5,18,22
2021/2/15,7,6,20,19,26
2021/2/16,24,19,22,10,26
2021/2/17,1,17,20,30,27
2021/2/18,28,14,1,19,27
2021/2/19,19,37,35,38,9
2021/2/20,23,10,30,8,5
2021/2/22,4,32,21,33,16
2021/2/23,7,26,1,29,34
2021/2/24,14,24,6,37,19
2021/2/25,22,10,14,38,9
2021/2/26,18,1,27,8,9
2021/2/27,32,27,21,25,39
2021/3/1,34,38,36,13,32
2021/3/2,10,23,25,39,5
2021/3/3,5,10,15,16,21
2021/3/4,19,24,7,16,10
2021/3/5,37,36,31,4,6
2021/3/6,11,12,26,5,10
2021/3/8,28,13,17,24,18
2021/3/9,1,4,23,32,11
2021/3/10,22,5,1,26,19
2021/3/11,13,28,4,27,9
2021/3/12,25,7,37,35,33
2021/3/13,35,32,31,36,21
2021/3/15,39,13,7,11,25
2021/3/16,32,8,18,14,3
2021/3/17,23,1,10,29,7
2021/3/18,32,21,38,30,11
2021/3/19,17,10,4,27,36
2021/3/20,28,11,35,22,18
2021/3/22,11,29,1,17,34
2021/3/23,10,14,19,20,35
2021/3/24,8,23,26,3,13
2021/3/25,8,12,33,35,22
2021/3/26,11,22,9,7,32
2021/3/27,30,5,10,31,1
2021/3/29,10,15,12,35,32
2021/3/30,10,36,14,15,38
2021/3/31,34,23,12,10,38
2021/4/1,35,20,25,2,9
2021/4/2,36,24,31,28,33
2021/4/3,8,6,12,25,23
2021/4/5,17,25,1,36,38
2021/4/6,29,12,10,17,35
2021/4/7,24,1,10,38,35
2021/4/8,9,35,7,2,29
2021/4/9,25,20,34,6,16
2021/4/10,4,20,2,34,18
2021/4/12,22,39,17,37,34
2021/4/13,11,13,23,22,6
2021/4/14,12,8,20,3,33
2021/4/15,17,37,25,6,7
2021/4/16,22,7,21,28,2
2021/4/17,8,31,7,23,25
2021/4/19,29,1,4,9,39
2021/4/20,24,20,23,16,35
2021/4/21,19,29,4,37,39
2021/4/22,25,26,5,7,8
2021/4/23,8,16,2,28,22
2021/4/24,11,6,13,10,5
2021/4/26,5,17,21,16,1
2021/4/27,24,22,12,31,35
2021/4/28,23,22,16,7,12
2021/4/29,35,23,32,8,10
2021/4/30,7,32,35,21,17
2021/5/1,31,13,19,12,20
2021/5/3,13,15,29,4,32
2021/5/4,39,21,23,36,20
2021/5/5,39,29,8,27,19
2021/5/6,21,13,7,22,3
2021/5/7,7,33,8,17,6
2021/5/8,31,23,19,26,34
2021/5/10,37,17,14,15,28
2021/5/11,15,31,36,17,11
2021/5/12,30,8,21,14,17
2021/5/13,25,16,37,13,17
2021/5/14,31,29,28,10,36
2021/5/15,7,2,31,39,28
2021/5/17,15,36,33,27,3
2021/5/18,12,18,37,27,9
2021/5/19,5,17,36,27,8
2021/5/20,37,13,30,35,31
2021/5/21,38,9,33,34,4
2021/5/22,14,22,31,23,6
2021/5/24,14,12,24,36,23
2021/5/25,25,3,14,37,33
2021/5/26,36,32,7,30,6
2021/5/27,21,26,24,29,32
2021/5/28,24,38,35,23,32
2021/5/29,27,19,38,11,1
2021/5/31,31,32,23,35,18
2021/6/1,32,4,30,35,6
2021/6/2,4,29,33,37,19
2021/6/3,14,36,29,1,11
2021/6/4,39,12,15,6,13
2021/6/5,1,3,10,24,17
2021/6/7,12,6,39,15,20
2021/6/8,19,3,38,8,22
2021/6/9,16,5,11,3,7
2021/6/10,22,13,1,33,14
2021/6/11,18,3,33,27,22
2021/6/12,4,3,17,25,13
2021/6/14,17,35,27,33,25
2021/6/15,17,36,14,32,27
2021/6/16,17,7,21,27,18
2021/6/17,28,31,39,36,8
2021/6/18,29,20,13,11,33
2021/6/19,36,39,33,1,12
2021/6/21,36,4,10,37,12
2021/6/22,11,32,31,3,39
2021/6/23,6,12,14,35,28
2021/6/24,35,29,36,5,31
2021/6/25,4,23,12,20,17
2021/6/26,31,17,26,35,32
2021/6/28,17,6,29,33,39
2021/6/29,6,15,17,24,9
2021/6/30,4,39,28,6,26
2021/7/1,20,28,19,31,38
2021/7/2,32,26,2,5,7
2021/7/3,29,27,20,23,8
2021/7/5,20,24,35,1,32
2021/7/6,39,10,19,11,21
2021/7/7,29,1,11,25,17
2021/7/8,35,22,27,37,23
2021/7/9,13,12,30,37,15
2021/7/10,35,38,9,28,26
2021/7/12,17,37,29,4,7
2021/7/13,25,18,24,10,15
2021/7/14,18,14,1,12,26
2021/7/15,15,23,31,7,25
2021/7/16,2,17,7,18,26
2021/7/17,31,16,21,2,37
2021/7/19,30,6,7,8,9
2021/7/20,22,14,9,38,36
2021/7/21,16,24,9,32,38
2021/7/22,32,38,16,9,1
2021/7/23,10,18,17,28,20
2021/7/24,8,31,1,17,12
2021/7/26,16,1,38,8,5
2021/7/27,3,30,5,27,35
2021/7/28,12,17,6,18,24
2021/7/29,20,23,21,25,13
2021/7/30,17,30,9,27,6
2021/7/31,33,35,4,5,17
2021/8/2,24,28,4,33,25
2021/8/3,9,25,24,36,5
2021/8/4,10,32,20,39,34
2021/8/5,4,29,27,25,6
2021/8/6,4,18,7,19,11
2021/8/7,2,4,11,8,22
2021/8/9,12,9,18,38,22
2021/8/10,29,22,23,31,8
2021/8/11,38,20,17,30,28
2021/8/12,1,19,7,3,30
2021/8/13,35,37,5,25,27
2021/8/14,18,37,30,3,8
2021/8/16,10,16,7,34,24
2021/8/17,35,3,19,37,17
2021/8/18,10,16,36,11,15
2021/8/19,8,19,38,26,12
2021/8/20,38,1,10,5,31
2021/8/21,33,18,29,31,24
2021/8/23,37,11,24,29,6
2021/8/24,27,17,20,8,24
2021/8/25,15,31,34,26,14
2021/8/26,3,32,36,39,11
2021/8/27,32,18,23,3,33
2021/8/28,37,5,32,12,2
2021/8/30,39,2,24,36,14
2021/8/31,4,35,28,29,15
2021/9/1,19,7,18,39,12
2021/9/2,4,27,35,29,20
2021/9/3,38,2,8,37,28
2021/9/4,15,35,27,33,8
2021/9/6,9,4,22,39,26
2021/9/7,1,7,38,15,17
2021/9/8,12,28,4,37,7
2021/9/9,23,4,20,12,27
2021/9/10,25,8,17,39,3
2021/9/11,6,12,14,4,25
2021/9/13,9,32,39,6,3
2021/9/14,17,19,2,6,38
2021/9/15,6,32,1,3,19
2021/9/16,12,33,19,7,16
2021/9/17,34,23,1,17,30
2021/9/18,5,22,1,34,12
2021/9/20,35,31,11,10,39
2021/9/21,31,18,34,10,29
2021/9/22,18,20,15,19,35
2021/9/23,5,12,36,32,22
2021/9/24,34,2,33,3,30
2021/9/25,4,15,23,30,16
2021/9/27,30,1,29,28,14
2021/9/28,9,35,28,32,3
2021/9/29,38,2,11,3,19
2021/9/30,35,19,6,23,7
2021/10/1,10,28,37,1,19
2021/10/2,15,9,19,25,20
2021/10/4,26,30,31,37,22
2021/10/5,5,39,30,24,25
2021/10/6,18,8,22,13,4
2021/10/7,15,16,38,26,28
2021/10/8,36,37,21,27,23
2021/10/9,20,6,30,13,36
2021/10/11,30,6,18,24,26
2021/10/12,16,24,29,22,2
2021/10/13,5,11,17,1,31
2021/10/14,4,16,11,33,5
2021/10/15,1,35,29,38,39
2021/10/16,12,28,30,11,25
2021/10/18,8,9,18,28,2
2021/10/19,11,22,20,34,10
2021/10/20,21,24,11,31,32
2021/10/21,34,11,1,4,36
2021/10/22,21,29,6,36,25
2021/10/23,4,24,22,34,13
2021/10/25,2,27,31,36,14
2021/10/26,32,10,34,6,39
2021/10/27,20,23,13,30,33
2021/10/28,20,39,14,18,23
2021/10/29,21,3,35,9,33
2021/10/30,26,27,34,17,33
2021/11/1,7,18,33,25,12
2021/11/2,22,38,35,19,2
2021/11/3,25,12,32,21,1
2021/11/4,21,5,32,34,15
2021/11/5,28,11,9,30,14
2021/11/6,32,2,24,25,13
2021/11/8,26,15,18,13,6
2021/11/9,34,13,27,23,25
2021/11/10,24,5,9,17,26
2021/11/11,13,18,17,15,35
2021/11/12,34,2,32,19,25
2021/11/13,37,1,8,2,26
2021/11/15,35,2,25,32,20
2021/11/16,1,32,4,20,7
2021/11/17,22,17,4,24,12
2021/11/18,15,3,32,38,22
2021/11/19,25,24,36,26,21
2021/11/20,11,8,23,36,32
2021/11/22,5,19,3,20,30
2021/11/23,35,36,28,23,27
2021/11/24,4,26,10,24,17
2021/11/25,10,16,24,20,14
2021/11/26,8,24,34,19,20
2021/11/27,28,14,16,25,15
2021/11/29,17,7,15,5,3
2021/11/30,1,5,24,7,6
2021/12/1,36,1,7,17,29
2021/12/2,20,39,2,23,17
2021/12/3,15,2,26,31,24
2021/12/4,14,36,34,13,32
2021/12/6,21,15,29,27,16
2021/12/7,23,38,30,5,9
2021/12/8,28,29,25,13,9
2021/12/9,10,11,28,18,8
2021/12/10,21,27,30,5,3
2021/12/11,33,31,13,16,3
2021/12/13,34,19,36,35,3
2021/12/14,13,11,35,34,33
2021/12/15,25,1,19,6,10
2021/12/16,20,35,13,4,28
2021/12/17,36,23,12,18,25
2021/12/18,33,15,26,14,21
2021/12/20,33,5,9,18,28
2021/12/21,38,23,32,34,21
2021/12/22,16,29,5,13,3
2021/12/23,25,6,7,18,16
2021/12/24,39,8,29,15,19
2021/12/25,10,7,20,37,31
2021/12/27,10,7,13,4,31
2021/12/28,23,35,34,36,14
2021/12/29,23,2,3,30,18
2021/12/30,10,18,20,27,8
2021/12/31,27,39,17,11,5
2022/1/1,7,6,23,36,4
2022/1/3,7,9,3,38,36
2022/1/4,5,27,11,2,30
2022/1/5,18,38,6,15,27
2022/1/6,35,22,1,39,16
2022/1/7,39,26,13,12,25
2022/1/8,2,4,18,39,30
2022/1/10,37,9,3,14,10
2022/1/11,2,20,11,36,17
2022/1/12,7,13,16,28,3
2022/1/13,5,26,39,28,1
2022/1/14,6,17,8,4,9
2022/1/15,33,27,21,14,32
2022/1/17,36,24,22,33,1
2022/1/18,1,26,16,19,38
2022/1/19,15,26,9,38,17
2022/1/20,3,33,38,35,31
2022/1/21,18,35,13,17,39
2022/1/22,6,27,32,38,29
2022/1/24,5,11,30,24,38
2022/1/25,19,8,37,24,20
2022/1/26,12,30,29,22,36
2022/1/27,24,3,9,35,34
2022/1/28,1,30,31,20,16
2022/1/29,12,23,38,18,8
2022/1/31,33,5,16,17,38
2022/2/1,17,38,39,22,20
2022/2/2,19,14,22,25,15
2022/2/3,35,12,9,25,39
2022/2/4,23,19,39,15,6
2022/2/5,12,34,19,1,2
2022/2/7,10,38,20,31,34
2022/2/8,8,11,23,19,34
2022/2/9,18,17,11,38,2
2022/2/10,38,14,37,35,12
2022/2/11,38,14,39,35,29
2022/2/12,21,7,11,22,4
2022/2/14,21,9,14,28,34
2022/2/15,15,33,5,29,9
2022/2/16,22,16,23,30,5
2022/2/17,7,37,15,32,4
2022/2/18,3,15,26,8,17
2022/2/19,31,34,27,23,35
2022/2/21,15,1,22,6,36
2022/2/22,13,8,37,25,23
2022/2/23,38,16,28,2,11
2022/2/24,28,33,11,10,30
2022/2/25,5,17,22,39,35
2022/2/26,24,35,17,34,13
2022/2/28,18,34,7,37,17
2022/3/1,15,10,17,28,32
2022/3/2,21,16,23,6,15
2022/3/3,27,5,16,11,24
2022/3/4,26,3,13,16,14
2022/3/5,10,34,12,18,30
2022/3/7,24,32,11,10,38
2022/3/8,9,11,10,35,25
2022/3/9,28,21,5,24,1
2022/3/10,14,33,19,12,34
2022/3/11,20,29,6,4,11
2022/3/12,14,10,17,20,7
2022/3/14,19,23,10,16,17
2022/3/15,4,7,38,2,30
2022/3/16,10,35,18,19,33
2022/3/17,18,34,37,19,26
2022/3/18,3,23,29,14,30
2022/3/19,26,35,2,10,25
2022/3/21,3,21,24,7,6
2022/3/22,29,34,27,9,35
2022/3/23,30,27,13,20,12
2022/3/24,31,19,12,1,13
2022/3/25,14,13,18,8,12
2022/3/26,22,39,12,33,3
2022/3/28,17,25,6,21,29
2022/3/29,27,16,3,26,36
2022/3/30,28,34,1,21,29
2022/3/31,19,8,17,12,5
2022/4/1,5,17,25,7,37
2022/4/2,3,23,26,13,32
2022/4/4,32,4,37,29,17
2022/4/5,39,7,31,37,9
2022/4/6,9,33,2,29,3
2022/4/7,36,7,3,25,37
2022/4/8,23,20,21,5,2
2022/4/9,2,37,27,20,26
2022/4/11,9,29,39,20,36
2022/4/12,34,19,36,32,23
2022/4/13,20,18,22,15,23
2022/4/14,29,18,11,13,17
2022/4/15,7,19,25,27,15
2022/4/16,30,13,20,6,7
2022/4/18,18,38,35,20,11
2022/4/19,32,25,24,29,10
2022/4/20,2,26,37,29,6
2022/4/21,15,19,5,1,36
2022/4/22,7,11,27,3,20
2022/4/23,10,23,33,39,26
2022/4/25,2,19,9,21,7
2022/4/26,25,38,21,20,8
2022/4/27,29,30,25,14,3
2022/4/28,16,10,36,24,14
2022/4/29,31,14,32,38,7
2022/4/30,37,32,4,13,29
2022/5/2,10,34,3,12,9
2022/5/3,22,12,14,8,28
2022/5/4,3,23,2,11,27
2022/5/5,33,9,29,31,18
2022/5/6,31,13,2,7,11
2022/5/7,1,4,37,14,38
2022/5/9,21,38,11,15,12
2022/5/10,20,14,10,4,19
2022/5/11,6,10,33,5,4
2022/5/12,22,9,3,37,33
2022/5/13,16,3,19,15,31
2022/5/14,1,31,22,19,12
2022/5/16,20,17,25,36,23
2022/5/17,27,24,37,34,31
2022/5/18,6,24,9,37,18
2022/5/19,15,35,5,22,36
2022/5/20,13,11,39,37,24
2022/5/21,27,24,1,15,36
2022/5/23,9,12,18,25,38
2022/5/24,9,30,1,14,11
2022/5/25,13,37,2,11,18
2022/5/26,27,30,9,15,28
2022/5/27,36,8,28,13,30
2022/5/28,35,23,28,30,7
2022/5/30,25,4,31,21,1
2022/5/31,4,3,21,12,22
2022/6/1,8,28,9,1,12
2022/6/2,22,34,5,25,27
2022/6/3,39,34,23,30,17
2022/6/4,10,37,7,32,34
2022/6/6,37,6,36,4,29
2022/6/7,19,16,21,17,18
2022/6/8,29,6,38,23,17
2022/6/9,4,1,34,12,33
2022/6/10,37,15,6,24,36
2022/6/11,32,4,9,13,33
2022/6/13,7,16,2,12,4
2022/6/14,26,3,1,13,27
2022/6/15,36,27,5,32,11
2022/6/16,6,11,19,2,13
2022/6/17,35,21,5,39,14
2022/6/18,28,29,7,17,19
2022/6/20,10,37,35,1,16
2022/6/21,1,16,31,23,39
2022/6/22,17,33,38,11,27
2022/6/23,12,4,33,19,20
2022/6/24,25,15,38,8,31
2022/6/25,12,8,38,1,31
2022/6/27,3,35,31,1,26
2022/6/28,21,38,8,17,11
2022/6/29,36,6,37,28,21
2022/6/30,10,8,16,24,34
2022/7/1,1,2,8,33,22
2022/7/2,20,21,11,3,28
2022/7/4,8,17,11,31,38
2022/7/5,26,13,22,16,21
2022/7/6,30,27,18,14,13
2022/7/7,14,9,18,35,23
2022/7/8,1,39,20,30,25
2022/7/9,24,12,21,8,38
2022/7/11,15,19,37,7,16
2022/7/12,27,31,1,3,5
2022/7/13,4,14,34,27,35
2022/7/14,21,25,5,26,16
2022/7/15,24,36,33,3,22
2022/7/16,35,10,30,25,14
2022/7/18,4,22,10,32,35
2022/7/19,16,25,2,38,11
2022/7/20,16,4,8,29,34
2022/7/21,12,4,36,10,26
2022/7/22,24,28,11,26,9
2022/7/23,32,5,27,38,33
2022/7/25,35,37,36,25,24
2022/7/26,29,13,25,2,19
2022/7/27,14,30,29,4,5
2022/7/28,25,9,28,4,34
2022/7/29,34,38,29,39,3
2022/7/30,12,34,38,7,5
2022/8/1,18,8,27,2,3
2022/8/2,26,22,18,11,6
2022/8/3,19,29,34,26,15
2022/8/4,28,2,32,37,26
2022/8/5,21,9,16,12,7
2022/8/6,6,35,11,18,21
2022/8/8,39,19,33,34,17
2022/8/9,31,39,36,9,11
2022/8/10,16,3,8,36,23
2022/8/11,21,29,16,8,9
2022/8/12,36,24,1,6,13
2022/8/13,36,2,35,17,22
2022/8/15,14,3,17,13,11
2022/8/16,19,7,34,26,10
2022/8/17,21,36,16,26,30
2022/8/18,4,20,35,15,36
2022/8/19,28,26,37,39,31
2022/8/20,35,29,11,13,31
2022/8/22,14,6,13,25,38
2022/8/23,8,5,15,12,24
2022/8/24,26,7,33,4,34
2022/8/25,36,10,25,3,28
2022/8/26,23,28,12,34,25
2022/8/27,36,26,19,17,12
2022/8/29,19,33,23,16,37
2022/8/30,36,29,32,8,38
2022/8/31,15,21,25,36,17
2022/9/1,2,15,8,6,17
2022/9/2,19,24,25,38,2
2022/9/3,20,27,39,10,9
2022/9/5,10,7,21,16,20
2022/9/6,4,36,26,11,17
2022/9/7,27,35,8,10,4
2022/9/8,17,36,5,14,34
2022/9/9,28,36,20,22,37
2022/9/10,8,35,6,25,37
2022/9/12,38,14,24,37,6
2022/9/13,20,33,14,13,35
2022/9/14,27,22,29,8,16
2022/9/15,35,18,5,30,4
2022/9/16,28,15,36,33,10
2022/9/17,19,10,18,25,29
2022/9/19,19,12,15,4,17
2022/9/20,16,9,11,39,7
2022/9/21,23,14,1,39,24
2022/9/22,24,31,20,10,14
2022/9/23,38,1,12,25,39
2022/9/24,38,17,35,28,34
2022/9/26,2,11,10,23,7
2022/9/27,39,3,37,36,27
2022/9/28,31,28,14,7,38
2022/9/29,22,3,25,23,17
2022/9/30,33,21,25,35,18
2022/10/1,5,15,25,14,3
2022/10/3,37,29,32,31,24
2022/10/4,35,12,31,6,17
2022/10/5,22,20,7,37,1
2022/10/6,11,22,38,10,13
2022/10/7,36,29,8,12,2
2022/10/8,18,35,6,23,21
2022/10/10,8,34,13,1,21
2022/10/11,4,15,10,7,39
2022/10/12,8,1,20,10,14
2022/10/13,9,12,15,29,23
2022/10/14,24,1,6,12,22
2022/10/15,23,36,30,8,7
2022/10/17,39,5,16,2,21
2022/10/18,16,27,7,14,25
2022/10/19,4,11,5,12,1
2022/10/20,36,4,3,6,11
2022/10/21,35,28,24,8,3
2022/10/22,13,1,7,10,23
2022/10/24,17,33,35,9,36
2022/10/25,22,19,9,26,20
2022/10/26,39,18,13,9,5
2022/10/27,39,30,29,9,22
2022/10/28,18,28,36,1,22
2022/10/29,20,8,16,34,25
2022/10/31,27,21,9,23,24
2022/11/1,18,17,33,26,14
2022/11/2,18,24,13,34,4
2022/11/3,27,18,31,35,3
2022/11/4,2,22,31,10,3
2022/11/5,17,1,32,28,6
2022/11/7,28,11,12,19,37
2022/11/8,3,16,22,19,14
2022/11/9,8,20,30,4,35
2022/11/10,23,27,31,13,19
2022/11/11,2,22,12,4,21
2022/11/12,19,31,5,33,13
2022/11/14,36,27,5,19,35
2022/11/15,2,4,18,15,33
2022/11/16,6,1,15,7,35
2022/11/17,27,22,30,3,13
2022/11/18,7,9,4,1,5
2022/11/19,17,31,21,22,35
2022/11/21,8,38,21,28,1
2022/11/22,19,16,10,6,30
2022/11/23,27,2,37,30,22
2022/11/24,4,33,17,37,27
2022/11/25,18,8,28,36,25
2022/11/26,11,24,26,20,18
2022/11/28,7,17,27,39,9
2022/11/29,29,14,25,8,11
2022/11/30,16,13,37,9,24
2022/12/1,14,24,30,26,16
2022/12/2,4,1,18,13,3
2022/12/3,28,21,13,29,11
2022/12/5,5,24,16,14,18
2022/12/6,16,18,25,12,13
2022/12/7,36,25,10,1,34
2022/12/8,16,21,19,23,22
2022/12/9,13,17,37,35,12
2022/12/10,29,39,18,8,10
2022/12/12,23,28,16,27,13
2022/12/13,9,12,27,1,28
2022/12/14,16,31,12,10,36
2022/12/15,6,24,18,1,14
2022/12/16,15,3,19,34,14
2022/12/17,10,12,24,3,11
2022/12/19,6,9,35,13,21
2022/12/20,29,25,9,13,6
2022/12/21,12,32,13,24,20
2022/12/22,9,18,3,33,7
2022/12/23,29,27,23,35,30
2022/12/24,1,4,34,3,31
2022/12/26,28,13,12,6,2
2022/12/27,31,38,8,20,35
2022/12/28,16,27,6,18,24
2022/12/29,18,25,1,38,8
2022/12/30,10,5,29,4,8
2022/12/31,10,1,15,20,26
2023/1/2,8,10,25,12,6
2023/1/3,14,12,34,30,25
2023/1/4,29,8,31,36,18
2023/1/5,17,26,39,36,29
2023/1/6,30,38,10,35,39
2023/1/7,6,8,30,23,3
2023/1/9,6,34,30,31,13
2023/1/10,22,2,18,29,8
2023/1/11,34,31,23,26,35
2023/1/12,29,26,3,37,14
2023/1/13,26,9,31,4,29
2023/1/14,29,12,23,8,4
2023/1/16,29,7,12,4,11
2023/1/17,39,6,4,26,18
2023/1/18,12,34,39,18,6
2023/1/19,1,12,34,3,28
2023/1/20,15,19,25,5,6
2023/1/21,12,8,28,35,14
2023/1/23,13,22,14,4,12
2023/1/24,6,8,16,19,31
2023/1/25,20,19,5,1,15
2023/1/26,36,12,33,6,10
2023/1/27,24,2,19,16,27
2023/1/28,32,18,38,29,9
2023/1/30,25,36,17,18,8
2023/1/31,6,38,3,23,2
2023/2/1,19,38,16,23,36
2023/2/2,30,11,12,38,27
2023/2/3,21,7,19,31,1
2023/2/4,22,18,24,13,15
2023/2/5,16,15,31,28,3
2023/2/7,13,1,25,26,27
2023/2/8,15,17,28,37,13
2023/2/9,35,32,22,39,38
2023/2/10,4,26,17,34,25
2023/2/11,7,30,27,39,31
2023/2/13,34,31,5,16,6
2023/2/14,16,37,12,28,9
2023/2/15,37,32,4,24,23
2023/2/16,35,5,25,39,17
2023/2/17,31,9,25,27,22
2023/2/18,18,12,32,20,8
2023/2/20,14,24,30,32,38
2023/2/21,37,29,2,25,17
2023/2/22,16,37,2,17,11
2023/2/23,13,11,7,17,27
2023/2/24,12,11,16,8,30
2023/2/25,4,6,27,39,38
2023/2/27,21,5,38,31,33
2023/2/28,8,27,6,33,23
2023/3/1,37,26,30,32,36
2023/3/2,4,37,24,9,1
2023/3/3,17,34,35,8,16
2023/3/4,32,25,9,39,4
2023/3/6,37,21,1,19,8
2023/3/7,10,5,17,19,9
2023/3/8,39,22,24,15,19
2023/3/9,26,30,39,38,11
2023/3/10,33,35,15,8,39
2023/3/11,24,22,4,7,14
2023/3/13,2,23,30,10,35
2023/3/14,22,15,18,30,24
2023/3/15,15,26,33,25,9
2023/3/16,21,38,25,10,37
2023/3/17,27,5,11,32,17
2023/3/18,7,3,30,37,22
2023/3/20,20,18,37,10,5
2023/3/21,38,3,12,16,22
2023/3/22,37,5,17,2,27
2023/3/23,36,38,33,12,5
2023/3/24,8,19,37,27,34
2023/3/25,35,24,6,33,10
2023/3/27,32,39,6,10,11
2023/3/28,5,9,10,32,2
2023/3/29,37,36,32,39,16
2023/3/30,13,7,25,18,39
2023/3/31,26,27,2,35,21
2023/4/1,9,10,16,26,21
2023/4/3,23,33,6,22,7
2023/4/4,31,38,13,27,2
2023/4/5,31,6,21,38,3
2023/4/6,37,9,39,24,11
2023/4/7,31,39,36,16,10
2023/4/8,27,18,8,20,31
2023/4/10,6,30,34,36,25
2023/4/11,38,6,5,1,37
2023/4/12,17,4,38,11,10
2023/4/13,13,29,18,26,14
2023/4/14,3,17,5,36,31
2023/4/15,37,17,1,9,31
2023/4/17,9,32,4,33,16
2023/4/18,17,33,21,31,11
2023/4/19,39,15,34,33,20
2023/4/20,37,4,19,29,22
2023/4/21,7,32,26,28,2
2023/4/22,29,27,21,10,14
2023/4/24,24,16,21,10,1
2023/4/25,12,36,5,34,1
2023/4/26,33,2,21,29,20
2023/4/27,32,3,39,22,13
2023/4/28,39,11,10,36,7
2023/4/29,22,32,8,6,38
2023/5/1,20,28,31,10,14
2023/5/2,27,1,29,5,3
2023/5/3,34,7,26,35,5
2023/5/4,34,14,25,26,23
2023/5/5,32,1,24,30,7
2023/5/6,5,32,28,26,4
2023/5/8,3,34,7,27,29
2023/5/9,36,2,23,13,4
2023/5/10,11,37,31,25,12
2023/5/11,34,5,27,4,9
2023/5/12,25,20,21,14,23
2023/5/13,27,12,15,35,3
2023/5/15,24,7,6,5,8
2023/5/16,36,27,13,25,38
2023/5/17,30,14,5,38,11
2023/5/18,36,32,8,34,20
2023/5/19,33,27,34,36,16
2023/5/20,10,24,1,28,34
2023/5/22,10,39,15,31,25
2023/5/23,35,38,34,10,14
2023/5/24,10,8,34,16,21
2023/5/25,33,20,18,14,16
2023/5/26,13,7,22,6,29
2023/5/27,24,25,18,39,1
2023/5/29,14,10,1,27,37
