date,n1,n2,n3,n4,n5
2012/11/27,12,27,22,26,18
2012/11/28,26,36,9,8,38
2012/11/29,38,16,31,30,6
2012/11/30,11,28,37,27,6
2012/12/1,22,38,2,33,13
2012/12/3,26,3,27,37,34
2012/12/4,16,23,19,39,5
2012/12/5,1,12,5,19,2
2012/12/6,33,12,17,26,37
2012/12/7,18,13,30,8,31
2012/12/8,35,31,13,6,18
2012/12/10,34,37,35,26,20
2012/12/11,23,13,29,14,2
2012/12/12,18,34,24,16,2
2012/12/13,24,19,32,13,2
2012/12/14,1,35,36,15,10
2012/12/15,11,22,27,24,31
2012/12/17,25,4,36,31,3
2012/12/18,35,1,2,8,28
2012/12/19,37,29,22,18,13
2012/12/20,27,4,12,17,38
2012/12/21,32,37,8,18,34
2012/12/22,3,29,12,31,5
2012/12/24,31,9,15,20,35
2012/12/25,19,20,32,13,30
2012/12/26,31,22,27,24,8
2012/12/27,30,25,17,24,3
2012/12/28,30,17,38,28,26
2012/12/29,36,28,20,8,18
2012/12/31,5,2,31,15,16
2013/1/1,33,1,22,16,26
2013/1/2,16,35,29,5,1
2013/1/3,6,13,20,29,27
2013/1/4,25,14,17,33,16
2013/1/5,26,2,21,34,7
2013/1/7,36,21,39,31,11
2013/1/8,1,20,3,31,22
2013/1/9,31,17,22,18,33
2013/1/10,21,35,6,3,27
2013/1/11,35,24,31,39,18
2013/1/12,25,16,10,32,2
2013/1/14,4,39,5,10,6
2013/1/15,5,12,13,16,24
2013/1/16,6,29,17,16,1
2013/1/17,33,38,10,13,21
2013/1/18,29,34,19,3,37
2013/1/19,3,38,26,33,19
2013/1/21,21,8,14,17,29
2013/1/22,39,17,25,20,32
2013/1/23,18,24,10,34,5
2013/1/24,39,27,11,18,35
2013/1/25,32,16,25,37,15
2013/1/26,25,16,31,30,4
2013/1/28,22,6,9,4,33
2013/1/29,6,28,13,34,26
2013/1/30,9,39,38,28,6
2013/1/31,6,2,10,26,22
2013/2/1,14,39,10,31,23
2013/2/2,27,6,5,11,20
2013/2/4,2,33,34,37,30
2013/2/5,33,21,38,17,36
2013/2/6,34,13,14,19,21
2013/2/7,34,21,10,31,9
2013/2/8,9,12,36,8,7
2013/2/9,20,25,37,17,1
2013/2/11,39,8,9,34,38
2013/2/12,4,22,11,6,35
2013/2/13,28,27,11,1,33
2013/2/14,19,12,35,16,28
2013/2/15,18,36,34,19,10
2013/2/16,39,15,34,4,25
2013/2/18,15,20,25,7,11
2013/2/19,19,39,20,26,4
2013/2/20,4,10,20,3,24
2013/2/21,6,30,39,15,16
2013/2/22,23,27,2,38,24
2013/2/23,30,26,4,37,21
2013/2/25,4,27,8,7,5
2013/2/26,18,36,29,38,26
2013/2/27,8,1,37,30,16
2013/2/28,17,29,27,11,35
2013/3/1,17,9,19,1,3
2013/3/2,9,15,8,30,4
2013/3/4,15,23,29,32,18
2013/3/5,37,24,35,39,10
2013/3/6,4,36,19,26,39
2013/3/7,29,7,5,2,32
2013/3/8,39,28,14,26,15
2013/3/9,38,34,7,14,22
2013/3/11,2,21,6,27,33
2013/3/12,3,20,31,14,33
2013/3/13,32,5,39,34,1
2013/3/14,35,36,14,9,17
2013/3/15,39,6,28,15,9
2013/3/16,24,37,35,19,21
2013/3/18,2,23,3,30,36
2013/3/19,19,3,29,18,8
2013/3/20,23,21,2,37,9
2013/3/21,28,34,22,8,13
2013/3/22,13,5,21,31,32
2013/3/23,38,39,15,6,9
2013/3/25,10,38,11,19,17
2013/3/26,36,21,2,26,14
2013/3/27,31,19,26,27,12
2013/3/28,35,10,12,34,28
2013/3/29,11,21,39,32,30
2013/3/30,8,6,39,14,10
2013/4/1,12,3,2,25,31
2013/4/2,25,8,6,26,27
2013/4/3,14,21,11,33,16
2013/4/4,2,3,19,14,22
2013/4/5,32,1,31,27,3
2013/4/6,16,30,14,37,11
2013/4/8,17,31,27,2,14
2013/4/9,30,18,36,6,35
2013/4/10,15,18,2,20,5
2013/4/11,15,31,16,12,20
2013/4/12,1,34,9,11,18
2013/4/13,31,10,2,16,27
2013/4/15,28,12,17,1,25
2013/4/16,9,11,37,36,31
2013/4/17,25,37,18,3,4
2013/4/18,20,32,14,39,17
2013/4/19,37,10,28,21,7
2013/4/20,31,13,3,5,6
2013/4/22,34,21,3,10,1
2013/4/23,24,38,35,37,31
2013/4/24,23,28,9,37,31
2013/4/25,4,9,25,34,19
2013/4/26,28,20,11,35,4
2013/4/27,38,26,8,14,36
2013/4/29,18,37,25,8,6
2013/4/30,4,16,3,15,2
2013/5/1,34,37,3,15,16
2013/5/2,34,12,10,6,18
2013/5/3,16,13,34,21,11
2013/5/4,22,25,33,14,6
2013/5/6,36,5,37,31,25
2013/5/7,6,22,20,38,33
2013/5/8,22,39,24,2,37
2013/5/9,39,26,33,2,34
2013/5/10,2,35,8,22,16
2013/5/11,22,28,6,3,10
2013/5/13,2,4,19,10,27
2013/5/14,17,24,27,14,30
2013/5/15,6,37,26,22,34
2013/5/16,6,36,24,17,29
2013/5/17,8,20,36,30,18
2013/5/18,16,1,29,9,18
2013/5/20,24,22,6,10,5
2013/5/21,18,8,29,34,19
2013/5/22,30,22,36,11,7
2013/5/23,5,14,32,35,21
2013/5/24,22,31,11,2,12
2013/5/25,6,38,7,20,15
2013/5/27,25,22,12,14,34
2013/5/28,35,37,23,36,34
2013/5/29,22,39,21,19,32
2013/5/30,39,19,7,30,21
2013/5/31,32,31,30,9,27
2013/6/1,4,22,32,38,14
2013/6/3,30,37,1,6,11
2013/6/4,34,18,10,3,39
2013/6/5,22,15,33,36,2
2013/6/6,33,21,7,9,31
2013/6/7,11,21,8,20,10
2013/6/8,4,20,8,12,21
2013/6/10,10,36,35,2,1
2013/6/11,10,21,25,6,30
2013/6/12,1,34,37,6,39
2013/6/13,22,36,37,13,20
2013/6/14,33,39,34,13,24
2013/6/15,33,24,20,14,13
2013/6/17,12,24,6,9,38
2013/6/18,39,3,7,10,36
2013/6/19,39,23,6,3,21
2013/6/20,24,6,23,28,20
2013/6/21,15,32,19,1,12
2013/6/22,10,37,18,36,20
2013/6/24,13,9,39,2,20
2013/6/25,18,14,7,26,32
2013/6/26,31,35,8,14,2
2013/6/27,1,25,19,36,20
2013/6/28,23,9,12,3,19
2013/6/29,15,6,34,26,36
2013/7/1,11,25,17,37,33
2013/7/2,34,20,26,22,13
2013/7/3,2,4,12,10,3
2013/7/4,24,19,1,14,31
2013/7/5,10,9,25,26,20
2013/7/6,34,6,20,1,33
2013/7/8,1,32,37,24,22
2013/7/9,21,31,22,34,14
2013/7/10,35,24,17,25,36
2013/7/11,4,20,17,16,7
2013/7/12,22,37,35,27,30
2013/7/13,4,6,23,30,1
2013/7/15,10,16,22,14,36
2013/7/16,15,6,2,39,4
2013/7/17,39,1,31,15,2
2013/7/18,21,3,11,33,7
2013/7/19,25,14,36,10,18
2013/7/20,26,30,39,33,21
2013/7/22,3,35,22,15,39
2013/7/23,34,5,21,15,22
2013/7/24,26,23,4,1,34
2013/7/25,21,17,33,6,1
2013/7/26,18,4,39,5,8
2013/7/27,23,14,39,30,11
2013/7/29,37,19,14,27,33
2013/7/30,9,14,27,31,19
2013/7/31,27,24,7,28,9
2013/8/1,27,31,32,9,21
2013/8/2,23,37,17,22,33
2013/8/3,36,21,6,39,26
2013/8/5,27,15,34,9,26
2013/8/6,12,36,19,24,18
2013/8/7,39,30,7,16,27
2013/8/8,1,16,3,12,25
2013/8/9,1,5,28,34,8
2013/8/10,35,2,19,9,11
2013/8/12,25,31,30,36,22
2013/8/13,10,25,18,4,17
2013/8/14,8,4,1,23,7
2013/8/15,1,2,36,8,28
2013/8/16,22,29,6,1,13
2013/8/17,29,21,2,38,34
2013/8/19,21,25,11,31,33
2013/8/20,31,30,28,25,19
2013/8/21,26,31,15,34,11
2013/8/22,28,10,11,13,6
2013/8/23,37,14,3,39,25
2013/8/24,27,19,26,1,39
2013/8/26,29,19,22,24,36
2013/8/27,15,39,26,34,11
2013/8/28,27,24,2,5,1
2013/8/29,34,5,8,2,25
2013/8/30,7,20,18,37,21
2013/8/31,36,20,17,5,14
2013/9/2,15,21,20,31,30
2013/9/3,2,20,4,34,8
2013/9/4,34,31,12,37,21
2013/9/5,4,7,37,13,25
2013/9/6,6,34,17,24,9
2013/9/7,8,19,14,25,39
2013/9/9,3,23,29,38,6
2013/9/10,21,2,29,16,22
2013/9/11,16,9,35,34,17
2013/9/12,15,12,18,23,27
2013/9/13,39,8,24,26,2
2013/9/14,9,37,16,14,27
2013/9/16,19,3,13,34,30
2013/9/17,3,15,2,22,25
2013/9/18,17,14,15,38,29
2013/9/19,31,20,36,7,16
2013/9/20,1,23,39,32,15
2013/9/21,39,22,11,23,15
2013/9/23,22,1,21,38,35
2013/9/24,21,1,28,3,5
2013/9/25,39,8,18,10,9
2013/9/26,9,39,29,17,37
2013/9/27,2,3,28,27,36
2013/9/28,23,14,26,5,13
2013/9/30,16,31,9,24,17
2013/10/1,38,29,6,5,20
2013/10/2,23,20,5,3,36
2013/10/3,13,20,22,5,8
2013/10/4,2,25,35,14,20
2013/10/5,7,37,38,16,25
2013/10/7,3,39,24,18,30
2013/10/8,22,7,26,15,28
2013/10/9,24,22,35,19,32
2013/10/10,36,25,20,19,16
2013/10/11,3,39,21,18,38
2013/10/12,13,23,28,7,26
2013/10/14,32,30,7,16,35
2013/10/15,8,32,31,12,4
2013/10/16,7,26,38,1,20
2013/10/17,7,16,14,5,37
2013/10/18,14,6,38,28,29
2013/10/19,20,25,38,1,23
2013/10/21,14,4,29,37,39
2013/10/22,4,38,29,20,30
2013/10/23,16,9,35,36,25
2013/10/24,14,31,20,33,36
2013/10/25,4,35,33,14,22
2013/10/26,16,9,27,11,33
2013/10/28,9,33,19,17,15
2013/10/29,28,24,15,29,9
2013/10/30,39,32,9,34,38
2013/10/31,36,18,26,29,4
2013/11/1,24,23,9,30,13
2013/11/2,12,21,32,26,29
2013/11/4,31,4,26,22,17
2013/11/5,7,5,16,37,35
2013/11/6,33,22,14,3,18
2013/11/7,19,10,13,34,38
2013/11/8,14,39,21,34,15
2013/11/9,36,39,24,22,27
2013/11/11,5,21,1,19,29
2013/11/12,19,31,3,13,29
2013/11/13,29,17,32,33,38
2013/11/14,20,18,13,6,15
2013/11/15,13,3,33,8,37
2013/11/16,11,17,2,27,7
2013/11/18,15,8,3,6,1
2013/11/19,38,39,31,15,22
2013/11/20,13,35,17,33,21
2013/11/21,11,20,38,7,35
2013/11/22,39,4,5,30,16
2013/11/23,35,32,37,23,17
2013/11/25,23,18,33,6,20
2013/11/26,34,22,32,31,9
2013/11/27,4,15,39,27,37
2013/11/28,8,19,37,10,1
2013/11/29,39,22,30,16,21
2013/11/30,16,21,18,26,14
2013/12/2,34,35,36,30,8
2013/12/3,29,18,5,19,6
2013/12/4,33,26,18,37,32
2013/12/5,9,24,21,4,34
2013/12/6,29,31,4,32,20
2013/12/7,28,24,22,19,18
2013/12/9,11,5,24,33,15
2013/12/10,12,26,4,29,30
2013/12/11,4,25,38,6,18
2013/12/12,21,3,30,16,20
2013/12/13,18,32,29,15,19
2013/12/14,20,32,33,31,39
2013/12/16,17,38,32,33,35
2013/12/17,20,14,26,6,35
2013/12/18,4,15,34,2,27
2013/12/19,18,20,39,15,32
2013/12/20,13,7,28,22,32
2013/12/21,37,5,29,19,3
2013/12/23,31,27,20,18,35
2013/12/24,16,27,8,12,15
2013/12/25,17,39,33,3,4
2013/12/26,20,26,27,31,12
2013/12/27,11,16,9,35,17
2013/12/28,5,8,13,20,26
2013/12/30,33,12,5,16,1
2013/12/31,16,38,19,30,36
2014/1/1,26,13,5,34,24
2014/1/2,8,14,27,30,19
2014/1/3,10,32,27,28,37
2014/1/4,14,19,39,5,25
2014/1/6,38,13,16,31,17
2014/1/7,5,23,10,19,6
2014/1/8,6,4,33,28,17
2014/1/9,17,33,6,15,27
2014/1/10,26,16,13,39,8
2014/1/11,19,8,32,10,6
2014/1/13,35,38,10,11,13
2014/1/14,16,21,9,34,17
2014/1/15,30,36,18,3,31
2014/1/16,5,8,14,23,9
2014/1/17,31,24,22,32,37
2014/1/18,15,7,2,38,21
2014/1/20,21,31,14,34,38
2014/1/21,11,27,4,7,21
2014/1/22,31,29,19,24,25
2014/1/23,30,8,21,5,16
2014/1/24,21,34,38,37,3
2014/1/25,31,20,30,38,2
2014/1/27,28,38,30,26,27
2014/1/28,19,10,2,5,15
2014/1/29,37,25,38,17,19
2014/1/30,17,24,21,34,23
2014/1/31,19,24,8,35,23
2014/2/1,37,31,21,29,28
2014/2/3,22,3,16,8,33
2014/2/4,37,11,18,33,21
2014/2/5,38,36,39,29,28
2014/2/6,20,2,7,30,36
2014/2/7,19,5,13,32,38
2014/2/8,21,10,33,22,2
2014/2/10,6,9,28,14,11
2014/2/11,20,11,21,13,28
2014/2/12,16,29,11,13,15
2014/2/13,5,33,4,32,6
2014/2/14,3,8,37,11,21
2014/2/15,14,7,22,21,4
2014/2/17,6,16,10,34,1
2014/2/18,32,13,38,16,30
2014/2/19,2,17,8,34,5
2014/2/20,15,19,5,16,4
2014/2/21,7,10,6,37,8
2014/2/22,17,13,27,38,37
2014/2/24,27,33,12,39,13
2014/2/25,12,4,3,22,7
2014/2/26,6,21,38,35,17
2014/2/27,37,38,30,3,31
2014/2/28,23,26,20,3,24
2014/3/1,16,12,36,5,30
2014/3/3,19,38,26,30,25
2014/3/4,1,7,17,2,25
2014/3/5,13,4,36,12,1
2014/3/6,15,22,16,31,35
2014/3/7,23,22,5,16,38
2014/3/8,22,23,17,9,18
2014/3/10,2,22,13,34,35
2014/3/11,23,25,31,38,13
2014/3/12,31,38,14,29,19
2014/3/13,17,33,6,24,27
2014/3/14,14,36,15,38,1
2014/3/15,6,23,25,31,7
2014/3/17,1,23,10,4,39
2014/3/18,14,18,12,35,16
2014/3/19,7,12,11,37,2
2014/3/20,34,7,1,17,24
2014/3/21,9,14,39,3,8
2014/3/22,23,21,38,26,8
2014/3/24,5,36,17,27,39
2014/3/25,35,6,38,11,2
2014/3/26,2,34,37,17,24
2014/3/27,7,2,8,1,14
2014/3/28,11,2,1,39,9
2014/3/29,35,26,29,24,11
2014/3/31,22,2,23,34,35
2014/4/1,10,14,17,1,34
2014/4/2,11,4,7,38,20
2014/4/3,28,1,31,12,3
2014/4/4,6,24,20,9,34
2014/4/5,25,30,12,4,21
2014/4/7,39,31,5,11,9
2014/4/8,34,19,35,16,20
2014/4/9,7,16,12,31,9
2014/4/10,31,7,20,17,24
2014/4/11,11,13,8,21,16
2014/4/12,34,18,38,14,25
2014/4/14,15,37,6,5,24
2014/4/15,9,15,6,14,36
2014/4/16,3,12,29,1,33
2014/4/17,28,29,14,18,4
2014/4/18,29,37,38,19,27
2014/4/19,36,37,13,4,35
2014/4/21,33,19,27,29,20
2014/4/22,9,39,25,4,30
2014/4/23,33,16,14,7,26
2014/4/24,17,4,7,35,16
2014/4/25,33,7,39,38,5
2014/4/26,23,33,8,24,15
2014/4/28,17,38,19,3,22
2014/4/29,25,8,33,3,21
2014/4/30,26,23,5,29,6
2014/5/1,17,39,34,22,10
2014/5/2,38,8,1,11,14
2014/5/3,13,23,37,3,14
2014/5/5,8,4,21,13,37
2014/5/6,5,23,6,39,24
2014/5/7,19,21,39,12,36
2014/5/8,27,9,36,28,1
2014/5/9,39,34,25,5,36
2014/5/10,36,17,37,8,1
2014/5/12,14,9,24,11,6
2014/5/13,6,5,12,31,16
2014/5/14,14,18,28,38,3
2014/5/15,34,21,35,13,6
2014/5/16,28,9,31,33,7
2014/5/17,17,13,3,37,25
2014/5/19,19,7,8,18,27
2014/5/20,32,12,35,19,30
2014/5/21,20,11,29,7,5
2014/5/22,10,13,32,31,29
2014/5/23,16,21,18,5,20
2014/5/24,37,27,16,38,2
2014/5/26,5,19,12,2,38
2014/5/27,35,13,39,31,27
2014/5/28,20,2,12,8,27
2014/5/29,25,23,28,22,7
2014/5/30,31,1,7,18,15
2014/5/31,12,26,16,31,9
2014/6/2,36,34,26,11,13
2014/6/3,26,1,3,38,39
2014/6/4,10,13,29,4,32
2014/6/5,38,18,12,28,24
2014/6/6,5,18,30,7,34
2014/6/7,30,4,18,26,27
2014/6/9,7,17,16,32,1
2014/6/10,15,16,31,14,29
2014/6/11,31,17,11,13,1
2014/6/12,4,14,35,34,12
2014/6/13,12,19,38,37,35
2014/6/14,37,11,20,23,38
2014/6/16,2,39,16,36,14
2014/6/17,5,36,13,12,22
2014/6/18,4,12,17,23,25
2014/6/19,34,30,1,19,39
2014/6/20,16,10,24,25,4
2014/6/21,29,18,20,4,2
2014/6/23,5,36,34,19,12
2014/6/24,38,2,27,15,28
2014/6/25,14,31,30,4,13
2014/6/26,30,2,10,12,11
2014/6/27,35,39,32,25,36
2014/6/28,30,6,2,10,20
2014/6/30,6,39,13,34,30
2014/7/1,13,31,23,28,29
2014/7/2,37,10,8,26,34
2014/7/3,23,28,16,19,2
2014/7/4,32,9,35,4,22
2014/7/5,13,18,33,17,9
2014/7/7,15,35,29,13,2
2014/7/8,30,11,19,9,13
2014/7/9,17,1,16,15,35
2014/7/10,27,32,3,20,13
2014/7/11,37,34,25,3,23
2014/7/12,21,33,5,35,32
2014/7/14,26,15,17,5,10
2014/7/15,27,14,28,25,19
2014/7/16,14,32,21,18,26
2014/7/17,9,34,14,3,11
2014/7/18,9,34,36,5,25
2014/7/19,18,3,15,35,27
2014/7/21,19,1,37,7,13
2014/7/22,35,28,27,6,38
2014/7/23,11,34,7,2,12
2014/7/24,10,3,25,39,13
2014/7/25,10,17,2,20,29
2014/7/26,17,33,12,5,2
2014/7/28,25,28,7,11,26
2014/7/29,32,26,35,4,2
2014/7/30,12,23,39,37,28
2014/7/31,20,33,24,6,1
2014/8/1,18,16,9,31,5
2014/8/2,15,29,5,24,26
2014/8/4,20,10,12,23,27
2014/8/5,16,32,11,1,39
2014/8/6,38,11,8,6,15
2014/8/7,17,39,37,18,10
2014/8/8,34,18,8,31,27
2014/8/9,20,28,30,13,25
2014/8/11,5,20,28,18,38
2014/8/12,37,14,3,24,23
2014/8/13,32,12,16,23,30
2014/8/14,21,29,19,34,32
2014/8/15,12,20,3,7,39
2014/8/16,6,16,10,22,26
2014/8/18,19,35,9,18,20
2014/8/19,38,12,32,34,15
2014/8/20,39,37,9,15,26
2014/8/21,29,34,36,10,23
2014/8/22,4,18,37,38,3
2014/8/23,9,8,17,30,11
2014/8/25,34,3,23,10,13
2014/8/26,19,36,28,15,39
2014/8/27,34,10,17,18,23
2014/8/28,22,5,24,10,36
2014/8/29,4,16,20,5,11
2014/8/30,20,25,37,26,23
2014/9/1,2,15,25,11,33
2014/9/2,31,38,24,16,19
2014/9/3,10,34,17,25,33
2014/9/4,14,30,13,15,27
2014/9/5,13,32,15,37,20
2014/9/6,18,31,14,38,34
2014/9/8,30,4,39,20,17
2014/9/9,19,39,7,25,2
2014/9/10,11,16,10,17,3
2014/9/11,23,18,20,35,32
2014/9/12,20,3,17,13,31
2014/9/13,27,31,8,24,37
2014/9/15,14,13,16,18,5
2014/9/16,23,13,36,35,17
2014/9/17,38,15,26,10,1
2014/9/18,15,23,38,1,22
2014/9/19,18,10,7,36,12
2014/9/20,3,27,13,36,15
2014/9/22,5,3,4,37,7
2014/9/23,8,17,7,5,9
2014/9/24,29,38,30,28,17
2014/9/25,13,27,28,14,39
2014/9/26,38,4,39,28,26
2014/9/27,12,15,14,5,23
2014/9/29,27,16,22,3,2
2014/9/30,5,28,27,8,14
2014/10/1,37,17,38,22,12
2014/10/2,4,17,36,37,39
2014/10/3,36,23,5,35,4
2014/10/4,5,33,16,14,22
2014/10/6,36,21,20,27,25
2014/10/7,4,19,20,22,5
2014/10/8,32,2,5,6,17
2014/10/9,18,32,13,23,9
2014/10/10,11,35,19,36,31
2014/10/11,22,10,5,6,9
2014/10/13,4,14,21,27,35
2014/10/14,35,14,33,5,21
2014/10/15,29,6,30,18,9
2014/10/16,26,1,32,29,12
2014/10/17,24,37,35,18,19
2014/10/18,9,31,23,36,14
2014/10/20,33,32,23,9,4
2014/10/21,33,22,19,6,2
2014/10/22,15,28,39,19,29
2014/10/23,3,14,19,18,5
2014/10/24,33,7,25,12,37
2014/10/25,10,31,39,27,5
2014/10/27,23,3,2,37,5
2014/10/28,10,29,27,5,30
2014/10/29,34,20,15,7,18
2014/10/30,8,9,14,34,31
2014/10/31,6,27,11,38,18
2014/11/1,11,34,17,36,37
2014/11/3,34,5,12,28,29
2014/11/4,16,36,9,11,37
2014/11/5,3,38,34,29,8
2014/11/6,27,28,13,26,5
2014/11/7,27,13,17,34,36
2014/11/8,20,38,24,26,16
2014/11/10,19,37,39,11,25
2014/11/11,20,34,30,8,13
2014/11/12,5,6,12,20,9
2014/11/13,37,8,21,27,30
2014/11/14,19,1,33,22,4
2014/11/15,25,27,21,16,37
2014/11/17,8,18,16,31,19
2014/11/18,26,14,23,25,19
2014/11/19,36,29,23,27,32
2014/11/20,38,11,25,30,7
2014/11/21,2,37,36,24,38
2014/11/22,10,5,22,25,9
2014/11/24,39,18,10,25,26
2014/11/25,37,8,32,14,3
2014/11/26,7,4,36,5,15
2014/11/27,2,19,20,14,35
2014/11/28,34,30,23,39,26
2014/11/29,2,23,30,18,16
2014/12/1,37,10,12,27,20
2014/12/2,37,17,19,22,24
2014/12/3,20,35,9,23,21
2014/12/4,16,28,11,19,18
2014/12/5,16,20,36,25,14
2014/12/6,1,18,32,37,14
2014/12/8,27,2,35,24,8
2014/12/9,32,4,9,21,13
2014/12/10,30,39,11,33,3
2014/12/11,13,11,33,32,37
2014/12/12,3,36,24,17,38
2014/12/13,35,37,25,22,17
2014/12/15,23,26,20,35,17
2014/12/16,34,21,24,4,22
2014/12/17,25,26,2,4,36
2014/12/18,5,32,23,16,4
2014/12/19,17,22,15,10,27
2014/12/20,22,17,15,21,4
2014/12/22,29,8,27,17,6
2014/12/23,38,21,30,11,18
2014/12/24,36,8,19,33,24
2014/12/25,26,28,21,29,16
2014/12/26,31,7,27,34,33
2014/12/27,11,16,28,32,34
2014/12/29,39,7,26,20,19
2014/12/30,26,21,4,24,5
2014/12/31,19,26,5,33,30
2015/1/1,32,26,21,10,11
2015/1/2,28,30,9,7,18
2015/1/3,32,28,14,31,9
2015/1/5,16,9,24,10,28
2015/1/6,36,16,20,26,19
2015/1/7,12,14,13,37,36
2015/1/8,29,26,15,21,12
2015/1/9,17,11,1,8,9
2015/1/10,37,26,12,4,31
2015/1/12,24,34,7,15,37
2015/1/13,12,13,33,26,39
2015/1/14,35,19,5,30,12
2015/1/15,11,9,17,34,12
2015/1/16,28,9,33,5,16
2015/1/17,32,4,23,39,13
2015/1/19,29,10,12,38,37
2015/1/20,14,28,2,32,17
2015/1/21,18,2,35,32,16
2015/1/22,24,1,11,32,15
2015/1/23,6,8,7,16,10
2015/1/24,7,5,13,12,15
2015/1/26,21,9,1,10,2
2015/1/27,9,28,17,16,21
2015/1/28,17,1,27,30,5
2015/1/29,10,9,6,2,26
2015/1/30,28,5,29,36,13
2015/1/31,16,37,6,4,35
2015/2/2,23,17,13,39,29
2015/2/3,22,23,17,9,29
2015/2/4,1,13,28,35,36
2015/2/5,36,23,7,10,20
2015/2/6,31,30,25,2,14
2015/2/7,31,6,16,4,21
2015/2/9,28,26,39,25,12
2015/2/10,22,17,7,15,25
2015/2/11,23,5,6,29,15
2015/2/12,20,7,32,2,25
2015/2/13,33,1,4,23,16
2015/2/14,33,5,8,4,20
2015/2/16,20,31,27,14,2
2015/2/17,29,4,1,22,17
2015/2/18,7,30,17,25,12
2015/2/19,12,21,26,30,3
2015/2/20,19,15,10,9,24
2015/2/21,18,2,15,31,26
2015/2/23,38,23,24,25,4
2015/2/24,27,14,23,12,11
2015/2/25,38,25,11,5,26
2015/2/26,29,36,18,8,39
2015/2/27,1,12,30,33,16
2015/2/28,9,8,23,28,11
2015/3/2,27,23,15,19,10
2015/3/3,23,33,32,36,35
2015/3/4,35,29,20,3,11
2015/3/5,26,38,20,9,31
2015/3/6,26,10,2,1,11
2015/3/7,33,16,3,17,31
2015/3/9,38,20,12,16,28
2015/3/10,36,37,17,26,34
2015/3/11,37,15,29,10,33
2015/3/12,3,31,21,18,13
2015/3/13,33,29,30,31,32
2015/3/14,6,39,15,38,11
2015/3/16,3,15,35,18,19
2015/3/17,16,34,3,37,38
2015/3/18,6,26,21,32,27
2015/3/19,34,13,31,35,36
2015/3/20,17,10,6,22,27
2015/3/21,8,1,28,5,10
2015/3/23,13,7,3,30,16
2015/3/24,26,35,19,1,3
2015/3/25,5,36,19,32,7
2015/3/26,25,23,11,16,5
2015/3/27,29,12,27,9,5
2015/3/28,21,6,33,11,18
2015/3/30,12,26,34,3,22
2015/3/31,12,20,33,30,23
2015/4/1,5,36,7,2,1
2015/4/2,1,28,18,24,35
2015/4/3,38,12,11,33,13
2015/4/4,18,35,2,9,12
2015/4/6,27,18,12,21,10
2015/4/7,30,26,23,25,12
2015/4/8,13,5,22,11,37
2015/4/9,20,37,22,15,30
2015/4/10,30,9,18,14,3
2015/4/11,17,8,33,37,25
2015/4/13,34,12,1,3,10
2015/4/14,13,36,9,34,2
2015/4/15,38,6,17,33,32
2015/4/16,14,24,12,7,6
2015/4/17,12,39,4,24,36
2015/4/18,21,30,18,7,32
2015/4/20,5,7,1,14,17
2015/4/21,7,39,1,13,5
2015/4/22,16,12,21,35,34
2015/4/23,5,22,31,35,9
2015/4/24,33,29,2,19,17
2015/4/25,29,38,37,31,27
2015/4/27,17,32,12,22,13
2015/4/28,2,13,39,16,12
2015/4/29,38,1,29,24,7
2015/4/30,1,15,28,5,6
2015/5/1,18,5,13,11,4
2015/5/2,37,35,23,21,18
2015/5/4,28,6,25,11,21
2015/5/5,33,30,12,17,28
2015/5/6,3,17,15,23,27
2015/5/7,23,13,21,17,31
2015/5/8,33,35,16,1,14
2015/5/9,3,24,26,38,10
2015/5/11,17,24,12,9,18
2015/5/12,26,38,39,20,27
2015/5/13,23,9,20,7,33
2015/5/14,16,17,36,31,37
2015/5/15,28,6,16,23,32
2015/5/16,4,27,34,3,31
2015/5/18,4,26,16,25,35
2015/5/19,1,23,2,16,14
2015/5/20,5,12,7,6,27
2015/5/21,22,24,5,2,26
2015/5/22,16,18,27,30,17
2015/5/23,23,24,33,3,27
2015/5/25,11,28,23,30,12
2015/5/26,37,21,22,35,9
2015/5/27,11,4,6,37,36
2015/5/28,9,16,18,26,34
2015/5/29,10,35,8,36,27
2015/5/30,37,19,17,24,4
2015/6/1,20,39,2,10,28
2015/6/2,2,23,32,37,5
2015/6/3,18,32,13,22,29
2015/6/4,18,10,19,7,20
2015/6/5,29,24,5,37,17
2015/6/6,26,2,39,6,22
2015/6/8,28,5,32,31,23
2015/6/9,26,38,39,35,21
2015/6/10,32,34,5,30,29
2015/6/11,27,17,1,20,26
2015/6/12,16,30,28,31,10
2015/6/13,4,18,3,14,10
2015/6/15,37,39,35,4,27
2015/6/16,38,30,39,21,1
2015/6/17,8,13,16,30,14
2015/6/18,1,23,14,31,30
2015/6/19,12,24,11,26,23
2015/6/20,13,32,23,3,33
2015/6/22,12,30,14,6,29
2015/6/23,27,26,14,20,10
2015/6/24,14,39,24,8,29
2015/6/25,26,6,8,29,19
2015/6/26,4,39,1,33,10
2015/6/27,20,39,30,12,9
2015/6/29,17,31,35,25,22
2015/6/30,7,10,26,34,16
2015/7/1,3,28,11,2,38
2015/7/2,18,5,11,30,19
2015/7/3,17,33,9,25,14
2015/7/4,36,18,29,23,33
2015/7/6,3,14,39,24,33
2015/7/7,36,5,28,23,25
2015/7/8,34,10,12,38,13
2015/7/9,27,29,32,23,5
2015/7/10,14,2,25,15,1
2015/7/11,16,11,3,6,23
2015/7/13,1,29,24,16,14
