"3星母艦(X,Y)","2星本命(X,Y)",絕對狙擊雙膽組合,歷史總產生,歷史總命中,回測期望真實勝率,常態性判定
"(5, 5)","(14, 13)","(15, 36)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 9)","(33, 36)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 11)","(1, 10)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 9)","(24, 25)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(14, 14)","(24, 36)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(14, 14)","(24, 36)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(14, 14)","(24, 36)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 9)","(25, 36)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 14)","(7, 14)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 5)","(7, 35)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 12)","(21, 36)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 13)","(36, 37)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(12, 13)","(36, 37)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 13)","(11, 36)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 5)","(7, 22)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 6)","(7, 23)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 7)","(10, 14)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 8)","(13, 36)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 10)","(8, 36)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 10)","(3, 25)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(14, 9)","(8, 25)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 12)","(15, 34)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 9)","(2, 37)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 12)","(34, 36)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 12)","(34, 35)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 9)","(2, 11)",3,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 9)","(2, 11)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(16, 11)","(2, 25)",1,0,0.0%,☠️ 雜訊
"(7, 3)","(16, 11)","(2, 25)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 8)","(10, 32)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 11)","(8, 18)",3,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 11)","(8, 18)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 8)","(8, 22)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 10)","(8, 14)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 11)","(8, 37)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 11)","(18, 37)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 6)","(10, 12)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 10)","(23, 27)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 9)","(15, 38)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(6, 6)","(13, 32)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 6)","(13, 38)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(14, 11)","(32, 38)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(14, 11)","(32, 38)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 11)","(16, 38)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 11)","(16, 38)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(12, 11)","(16, 38)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 6)","(16, 39)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(10, 6)","(16, 39)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(7, 6)","(16, 35)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 11)","(1, 32)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(13, 11)","(1, 32)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(13, 11)","(1, 32)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 9)","(20, 32)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(11, 10)","(2, 35)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 12)","(8, 19)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 11)","(8, 29)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 12)","(19, 29)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 11)","(9, 12)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 13)","(20, 37)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 13)","(5, 19)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 10)","(19, 36)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 9)","(14, 19)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 11)","(14, 27)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 11)","(14, 27)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 9)","(19, 27)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(9, 9)","(31, 32)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 7)","(23, 32)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 13)","(27, 33)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 13)","(27, 33)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 10)","(16, 27)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 10)","(27, 38)",3,0,0.0%,☠️ 雜訊
"(5, 5)","(6, 9)","(21, 27)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(7, 10)","(27, 35)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 14)","(19, 20)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 9)","(15, 23)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(7, 7)","(16, 33)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 11)","(12, 20)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 11)","(12, 23)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 8)","(16, 23)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 11)","(2, 17)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 10)","(12, 25)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(12, 13)","(5, 8)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 13)","(5, 8)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(12, 13)","(8, 25)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 8)","(19, 21)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(6, 9)","(19, 35)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 9)","(32, 39)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 8)","(8, 9)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 10)","(8, 36)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 11)","(2, 8)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 11)","(2, 15)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(12, 11)","(2, 15)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(13, 12)","(2, 20)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(11, 11)","(15, 20)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 13)","(27, 34)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 11)","(32, 35)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(6, 9)","(4, 27)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 10)","(2, 12)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(6, 7)","(6, 32)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(14, 12)","(14, 20)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(14, 12)","(14, 20)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(14, 12)","(14, 20)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 8)","(14, 36)",1,0,0.0%,☠️ 雜訊
"(6, 8)","(12, 13)","(14, 22)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(12, 13)","(14, 22)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 13)","(14, 22)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(14, 11)","(14, 33)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(14, 11)","(14, 33)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(14, 11)","(14, 33)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(15, 8)","(22, 33)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(14, 12)","(3, 14)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(14, 12)","(3, 14)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 8)","(14, 18)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 9)","(23, 25)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 6)","(27, 32)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 7)","(13, 14)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 7)","(13, 14)",1,0,0.0%,☠️ 雜訊
"(6, 8)","(12, 14)","(14, 17)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(12, 14)","(14, 17)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 14)","(14, 17)",1,0,0.0%,☠️ 雜訊
"(6, 8)","(11, 14)","(17, 22)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 14)","(17, 22)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 9)","(1, 2)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 8)","(2, 10)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 8)","(22, 38)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 8)","(2, 14)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(8, 8)","(2, 14)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 8)","(2, 33)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(10, 8)","(2, 33)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 5)","(2, 9)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 8)","(20, 22)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 10)","(15, 22)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 12)","(6, 22)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(6, 9)","(22, 25)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 10)","(2, 17)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 10)","(14, 30)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(13, 9)","(14, 34)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 7)","(5, 15)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 7)","(22, 36)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 10)","(5, 24)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(6, 5)","(14, 38)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 9)","(18, 38)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 9)","(6, 14)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(16, 11)","(6, 24)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(16, 11)","(6, 24)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(6, 7)","(28, 39)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 8)","(6, 27)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 7)","(29, 35)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(13, 10)","(6, 35)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 10)","(5, 6)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 9)","(6, 26)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 7)","(6, 17)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 10)","(7, 8)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(12, 10)","(7, 8)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 8)","(7, 33)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(12, 11)","(5, 7)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 8)","(1, 6)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(16, 11)","(6, 29)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 6)","(6, 34)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 12)","(29, 34)",3,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 9)","(29, 33)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 8)","(5, 11)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 7)","(11, 36)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 10)","(3, 5)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 6)","(6, 10)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(6, 6)","(14, 16)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 6)","(14, 36)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(14, 12)","(16, 36)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(15, 10)","(12, 32)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 9)","(29, 32)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 9)","(29, 32)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 9)","(19, 37)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(11, 9)","(4, 19)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(11, 11)","(9, 19)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(12, 9)","(19, 27)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 7)","(20, 23)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 10)","(2, 36)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(7, 8)","(28, 36)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(6, 9)","(9, 25)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 8)","(11, 25)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 10)","(4, 27)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(11, 10)","(4, 27)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 8)","(4, 37)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(6, 6)","(4, 39)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(8, 7)","(4, 20)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 6)","(3, 16)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 9)","(3, 36)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 10)","(17, 24)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 6)","(24, 37)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 6)","(23, 30)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 8)","(16, 37)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 8)","(36, 37)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 9)","(16, 39)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 9)","(16, 39)",4,0,0.0%,☠️ 雜訊
"(5, 5)","(7, 6)","(36, 39)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(5, 4)","(27, 33)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 6)","(16, 31)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 12)","(32, 34)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(13, 12)","(32, 34)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 8)","(3, 32)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(6, 4)","(16, 22)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 8)","(8, 9)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 7)","(9, 28)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 9)","(4, 38)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 14)","(27, 39)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 9)","(9, 39)",4,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 13)","(21, 27)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 13)","(23, 27)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 13)","(23, 27)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 11)","(8, 29)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 9)","(29, 33)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 9)","(29, 33)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(15, 9)","(23, 36)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 11)","(29, 39)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(13, 11)","(29, 39)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 8)","(16, 38)",3,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 12)","(3, 10)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 13)","(3, 31)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 13)","(3, 31)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 9)","(10, 31)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 13)","(27, 32)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 11)","(3, 29)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 11)","(3, 29)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 7)","(3, 30)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 6)","(29, 30)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 7)","(31, 36)",3,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 9)","(9, 29)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(13, 15)","(27, 29)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 8)","(8, 26)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 8)","(26, 28)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 7)","(3, 16)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 7)","(3, 16)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(14, 10)","(16, 29)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 12)","(2, 29)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 11)","(17, 29)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 10)","(3, 17)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 10)","(3, 17)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 8)","(3, 23)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 13)","(27, 37)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 9)","(3, 24)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 7)","(3, 28)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 10)","(3, 5)",3,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 9)","(3, 27)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 8)","(3, 15)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 9)","(28, 38)",3,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 13)","(3, 11)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 10)","(3, 13)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 10)","(3, 13)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(6, 6)","(11, 13)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 11)","(3, 37)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 14)","(1, 5)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(13, 14)","(1, 5)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 7)","(4, 5)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(14, 11)","(22, 24)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(14, 11)","(22, 24)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 6)","(22, 35)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 9)","(24, 35)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(7, 9)","(5, 17)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 7)","(5, 19)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 11)","(8, 22)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 11)","(8, 22)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(12, 11)","(8, 22)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(9, 9)","(21, 22)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 13)","(1, 22)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 12)","(8, 15)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 8)","(15, 29)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 9)","(3, 28)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 9)","(3, 16)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 12)","(3, 26)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 8)","(13, 20)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 12)","(3, 12)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 12)","(3, 12)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(14, 15)","(3, 15)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(14, 15)","(3, 15)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(6, 5)","(12, 15)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 9)","(3, 25)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 9)","(25, 37)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 9)","(5, 10)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 12)","(5, 37)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 11)","(5, 22)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 8)","(19, 22)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 7)","(13, 18)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(7, 7)","(1, 24)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 6)","(23, 24)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(13, 13)","(24, 37)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(13, 13)","(24, 37)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 8)","(15, 37)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 9)","(5, 24)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 11)","(1, 3)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 11)","(3, 6)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 11)","(24, 30)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(11, 11)","(24, 30)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(7, 8)","(8, 24)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 10)","(24, 36)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 8)","(5, 8)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 9)","(3, 24)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 9)","(24, 34)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 11)","(3, 8)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 6)","(2, 5)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(6, 5)","(25, 38)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(8, 8)","(21, 35)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(7, 8)","(26, 35)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 5)","(1, 20)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 7)","(1, 26)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 9)","(1, 10)",4,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 8)","(14, 22)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 11)","(22, 37)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(12, 7)","(7, 32)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(8, 8)","(32, 35)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 7)","(5, 24)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 10)","(7, 24)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(13, 10)","(7, 24)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 7)","(7, 31)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 7)","(7, 18)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 6)","(7, 20)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(7, 7)","(1, 25)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 11)","(21, 28)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 11)","(21, 28)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 7)","(35, 37)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 14)","(21, 32)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(14, 12)","(12, 15)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(14, 14)","(12, 28)",1,0,0.0%,☠️ 雜訊
"(7, 3)","(14, 14)","(12, 28)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(12, 10)","(15, 28)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 13)","(6, 15)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 12)","(15, 38)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 16)","(2, 3)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(14, 13)","(2, 28)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(14, 13)","(2, 28)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(7, 7)","(3, 28)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(13, 14)","(2, 34)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 9)","(28, 34)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 13)","(11, 21)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(15, 14)","(2, 32)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(15, 14)","(2, 32)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 11)","(7, 18)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 10)","(13, 18)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 10)","(13, 18)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 12)","(2, 10)",1,0,0.0%,☠️ 雜訊
