"3星母艦(X,Y)","2星本命(X,Y)",絕對狙擊雙膽組合,歷史總產生,歷史總命中,回測期望真實勝率,常態性判定
"(5, 5)","(13, 13)","(4, 5)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(13, 13)","(4, 5)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(12, 10)","(6, 37)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(11, 11)","(6, 20)",1,1,100.0%,🌟 潛力雙膽
"(7, 3)","(11, 11)","(6, 20)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(11, 7)","(9, 20)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(11, 11)","(9, 36)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(10, 8)","(8, 10)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(8, 9)","(7, 25)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(8, 9)","(7, 25)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(8, 9)","(7, 25)",1,1,100.0%,🌟 潛力雙膽
"(7, 6)","(12, 12)","(7, 35)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(17, 13)","(25, 35)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(17, 13)","(25, 35)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(17, 13)","(25, 35)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(14, 13)","(4, 25)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(14, 13)","(4, 25)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(14, 13)","(4, 25)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(10, 12)","(4, 35)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(13, 12)","(17, 21)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(13, 12)","(17, 21)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(13, 12)","(17, 21)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(8, 7)","(8, 17)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(11, 13)","(14, 29)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(11, 13)","(14, 29)",1,1,100.0%,🌟 潛力雙膽
"(7, 6)","(12, 12)","(18, 29)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(12, 12)","(18, 29)",1,1,100.0%,🌟 潛力雙膽
"(8, 6)","(12, 12)","(18, 29)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(8, 12)","(18, 35)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(7, 9)","(14, 34)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(11, 10)","(20, 33)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(11, 8)","(2, 30)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(10, 6)","(2, 12)",1,1,100.0%,🌟 潛力雙膽
"(7, 3)","(10, 6)","(2, 12)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(15, 15)","(4, 32)",1,1,100.0%,🌟 潛力雙膽
"(7, 3)","(15, 15)","(4, 32)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(9, 8)","(2, 37)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(10, 12)","(6, 33)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(10, 12)","(6, 33)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(12, 12)","(8, 33)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(14, 9)","(17, 24)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(8, 11)","(1, 31)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(13, 13)","(2, 11)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(13, 13)","(28, 37)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(11, 10)","(1, 24)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(8, 7)","(11, 38)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(11, 7)","(22, 35)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(8, 10)","(25, 27)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(10, 8)","(14, 27)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(15, 12)","(1, 6)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(15, 12)","(1, 6)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(7, 6)","(6, 34)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(7, 6)","(6, 34)",1,1,100.0%,🌟 潛力雙膽
"(6, 8)","(8, 8)","(6, 22)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(12, 11)","(23, 36)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(12, 11)","(23, 36)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(11, 10)","(23, 26)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(16, 14)","(10, 37)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(16, 14)","(10, 37)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(16, 14)","(10, 37)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(13, 11)","(20, 37)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(12, 11)","(22, 28)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(8, 8)","(11, 23)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(14, 14)","(26, 34)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(14, 14)","(26, 34)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(14, 14)","(26, 34)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(10, 13)","(23, 34)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(10, 10)","(11, 34)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(16, 14)","(10, 12)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(16, 14)","(10, 12)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(16, 14)","(10, 12)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(8, 10)","(18, 22)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(11, 9)","(31, 35)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(8, 7)","(7, 38)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(10, 12)","(8, 39)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(8, 11)","(5, 39)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(9, 10)","(4, 39)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(10, 12)","(6, 23)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(12, 10)","(2, 39)",1,1,100.0%,🌟 潛力雙膽
"(7, 6)","(12, 11)","(5, 23)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(12, 15)","(5, 29)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(12, 15)","(5, 29)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(6, 6)","(20, 30)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(10, 11)","(21, 29)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(11, 8)","(21, 24)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(8, 7)","(28, 31)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(9, 11)","(8, 26)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(12, 9)","(12, 39)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(10, 12)","(14, 16)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(6, 8)","(2, 32)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(9, 8)","(12, 33)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(11, 10)","(35, 39)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(14, 12)","(2, 10)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(14, 12)","(2, 10)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(10, 10)","(7, 25)",1,1,100.0%,🌟 潛力雙膽
"(7, 6)","(9, 8)","(21, 28)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(9, 7)","(3, 12)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(8, 8)","(19, 28)",1,1,100.0%,🌟 潛力雙膽
"(8, 6)","(10, 7)","(3, 9)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(9, 7)","(12, 15)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(7, 9)","(2, 15)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(11, 7)","(8, 36)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(8, 10)","(7, 33)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(12, 12)","(37, 38)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(11, 12)","(18, 25)",1,1,100.0%,🌟 潛力雙膽
"(7, 6)","(11, 12)","(18, 25)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(11, 12)","(18, 25)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(7, 11)","(27, 37)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(8, 8)","(31, 37)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(7, 8)","(8, 12)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(8, 7)","(24, 37)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(13, 13)","(11, 15)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(9, 8)","(28, 31)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(15, 17)","(7, 24)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(8, 11)","(7, 32)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(8, 11)","(7, 32)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(8, 5)","(9, 26)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(9, 6)","(8, 9)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(9, 5)","(8, 34)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(10, 9)","(7, 14)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(13, 10)","(12, 28)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(11, 10)","(10, 17)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(15, 12)","(17, 35)",1,1,100.0%,🌟 潛力雙膽
"(7, 6)","(15, 12)","(17, 35)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(12, 12)","(33, 36)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(12, 12)","(33, 36)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(10, 7)","(6, 32)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(5, 7)","(22, 24)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(10, 13)","(27, 31)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(10, 13)","(27, 31)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(7, 10)","(28, 31)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(10, 11)","(5, 28)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(9, 11)","(5, 31)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(12, 9)","(11, 26)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(10, 8)","(2, 21)",1,1,100.0%,🌟 潛力雙膽
"(7, 3)","(10, 8)","(2, 21)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(8, 7)","(31, 38)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(10, 12)","(5, 32)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(10, 12)","(5, 32)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(11, 9)","(19, 32)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(8, 7)","(32, 36)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(7, 7)","(22, 35)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(9, 7)","(28, 39)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(6, 7)","(14, 39)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(9, 6)","(11, 24)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(12, 11)","(23, 38)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(12, 11)","(23, 38)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(16, 13)","(23, 32)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(16, 13)","(23, 32)",1,1,100.0%,🌟 潛力雙膽
"(7, 6)","(16, 13)","(23, 32)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(16, 13)","(23, 32)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(9, 7)","(31, 32)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(8, 9)","(23, 31)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(6, 6)","(16, 34)",1,1,100.0%,🌟 潛力雙膽
"(7, 6)","(12, 11)","(5, 10)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(8, 8)","(14, 22)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(10, 5)","(11, 38)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(15, 15)","(3, 18)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(15, 15)","(3, 18)",1,1,100.0%,🌟 潛力雙膽
"(7, 6)","(15, 15)","(3, 18)",1,1,100.0%,🌟 潛力雙膽
"(7, 3)","(15, 15)","(3, 18)",1,1,100.0%,🌟 潛力雙膽
"(7, 6)","(14, 15)","(3, 30)",1,1,100.0%,🌟 潛力雙膽
"(7, 8)","(14, 15)","(3, 30)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(14, 15)","(3, 30)",1,1,100.0%,🌟 潛力雙膽
"(7, 6)","(10, 7)","(18, 30)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(6, 7)","(16, 33)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(10, 13)","(1, 2)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(9, 7)","(18, 27)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(8, 6)","(23, 38)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(13, 12)","(4, 15)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(9, 7)","(6, 11)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(14, 12)","(11, 30)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(14, 12)","(11, 30)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(13, 9)","(3, 30)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(7, 9)","(7, 15)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(8, 9)","(6, 28)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(8, 9)","(17, 36)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(12, 9)","(21, 32)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(14, 11)","(5, 32)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(14, 11)","(5, 32)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(13, 7)","(12, 32)",1,1,100.0%,🌟 潛力雙膽
"(7, 6)","(13, 7)","(12, 32)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(12, 8)","(12, 21)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(14, 8)","(8, 28)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(12, 10)","(17, 28)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(11, 15)","(32, 35)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(8, 13)","(9, 35)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(12, 11)","(13, 35)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(12, 8)","(34, 37)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(12, 8)","(34, 37)",1,1,100.0%,🌟 潛力雙膽
"(7, 3)","(12, 8)","(34, 37)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(8, 9)","(19, 20)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(11, 13)","(6, 36)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(9, 9)","(8, 36)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(10, 7)","(24, 31)",1,1,100.0%,🌟 潛力雙膽
"(8, 6)","(14, 10)","(11, 16)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(13, 11)","(3, 31)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(13, 11)","(3, 31)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(12, 14)","(3, 18)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(12, 14)","(3, 18)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(9, 12)","(3, 15)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(9, 11)","(5, 15)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(9, 11)","(5, 15)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(11, 11)","(11, 24)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(10, 14)","(4, 5)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(13, 4)","(7, 18)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(8, 10)","(29, 33)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(7, 7)","(21, 39)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(7, 7)","(1, 7)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(8, 7)","(1, 5)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(8, 7)","(1, 5)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(10, 7)","(16, 21)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(11, 10)","(9, 31)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(11, 10)","(9, 31)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(12, 10)","(31, 35)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(13, 10)","(29, 38)",1,1,100.0%,🌟 潛力雙膽
"(7, 6)","(11, 11)","(17, 27)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(11, 11)","(17, 27)",1,1,100.0%,🌟 潛力雙膽
"(7, 6)","(12, 13)","(15, 27)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(7, 10)","(12, 18)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(9, 8)","(27, 39)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(9, 8)","(27, 39)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(14, 11)","(26, 27)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(14, 11)","(26, 27)",1,1,100.0%,🌟 潛力雙膽
"(7, 3)","(14, 9)","(27, 38)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(9, 8)","(25, 26)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(10, 9)","(24, 26)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(12, 11)","(22, 37)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(13, 14)","(35, 37)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(13, 14)","(35, 37)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(9, 9)","(15, 18)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(11, 11)","(9, 17)",1,1,100.0%,🌟 潛力雙膽
"(7, 3)","(9, 7)","(14, 16)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(10, 10)","(10, 30)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(10, 9)","(4, 23)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(10, 9)","(4, 23)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(8, 9)","(5, 27)",1,1,100.0%,🌟 潛力雙膽
"(7, 6)","(10, 11)","(10, 31)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(9, 11)","(10, 19)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(11, 10)","(3, 15)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(14, 12)","(4, 7)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(7, 7)","(20, 22)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(15, 16)","(4, 29)",1,1,100.0%,🌟 潛力雙膽
"(7, 6)","(15, 16)","(4, 29)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(15, 16)","(4, 29)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(15, 16)","(4, 29)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(13, 13)","(18, 29)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(10, 7)","(6, 29)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(9, 9)","(4, 6)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(10, 11)","(13, 33)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(10, 11)","(13, 33)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(13, 15)","(1, 13)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(13, 8)","(25, 35)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(11, 8)","(27, 35)",1,1,100.0%,🌟 潛力雙膽
"(7, 6)","(11, 8)","(27, 35)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(11, 8)","(27, 35)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(10, 11)","(14, 27)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(7, 8)","(17, 27)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(14, 12)","(17, 36)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(14, 12)","(17, 36)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(10, 11)","(27, 36)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(12, 11)","(17, 32)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(8, 7)","(7, 21)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(8, 10)","(11, 13)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(15, 17)","(10, 37)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(15, 17)","(10, 37)",1,1,100.0%,🌟 潛力雙膽
"(8, 6)","(15, 17)","(10, 37)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(9, 13)","(36, 37)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(7, 7)","(31, 36)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(10, 7)","(4, 12)",1,1,100.0%,🌟 潛力雙膽
"(6, 8)","(10, 12)","(17, 26)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(6, 8)","(26, 31)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(8, 7)","(17, 39)",1,1,100.0%,🌟 潛力雙膽
"(7, 6)","(10, 10)","(28, 38)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(7, 7)","(2, 32)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(10, 10)","(8, 27)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(7, 7)","(20, 32)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(11, 7)","(12, 30)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(7, 5)","(17, 37)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(10, 9)","(18, 26)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(8, 6)","(1, 26)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(8, 6)","(2, 37)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(6, 6)","(9, 38)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(9, 11)","(23, 25)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(17, 14)","(4, 25)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(17, 14)","(4, 25)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(8, 10)","(11, 19)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(15, 13)","(22, 31)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(15, 13)","(22, 31)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(15, 13)","(22, 31)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(11, 11)","(17, 19)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(12, 12)","(12, 38)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(12, 12)","(12, 38)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(9, 9)","(26, 38)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(12, 8)","(1, 31)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(11, 9)","(31, 38)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(9, 7)","(29, 37)",1,1,100.0%,🌟 潛力雙膽
"(7, 3)","(10, 7)","(5, 12)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(7, 8)","(12, 39)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(12, 12)","(2, 28)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(12, 12)","(2, 28)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(12, 12)","(2, 28)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(7, 7)","(2, 38)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(10, 11)","(9, 22)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(8, 7)","(22, 39)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(14, 12)","(7, 17)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(14, 12)","(7, 17)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(8, 10)","(15, 17)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(10, 11)","(7, 15)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(13, 13)","(1, 7)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(10, 12)","(20, 23)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(8, 8)","(6, 38)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(10, 12)","(2, 19)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(9, 10)","(1, 34)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(14, 15)","(5, 12)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(14, 15)","(5, 12)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(12, 13)","(1, 5)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(12, 13)","(1, 5)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(12, 12)","(31, 39)",1,1,100.0%,🌟 潛力雙膽
"(6, 5)","(12, 12)","(31, 39)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(12, 14)","(9, 25)",1,1,100.0%,🌟 潛力雙膽
"(5, 5)","(7, 7)","(24, 25)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(9, 9)","(5, 11)",1,1,100.0%,🌟 潛力雙膽
"(5, 4)","(13, 13)","(1, 11)",1,1,100.0%,🌟 潛力雙膽
